Iteration=0, Total Loss: 421.95660400390625
Iteration=5970, Total Loss: 0.6972265839576721
Iteration=5980, Total Loss: 0.5966395735740662
Iteration=5990, Total Loss: 0.5621907114982605
Iteration=6000, Total Loss: 0.5842044353485107
Iteration=6010, Total Loss: 0.5634048581123352
Iteration=6020, Total Loss: 0.6161805391311646
Iteration=6030, Total Loss: 0.5036398768424988
Iteration=6040, Total Loss: 0.5991761684417725
Iteration=6050, Total Loss: 0.54550701379776
Iteration=6060, Total Loss: 0.7124884724617004
Iteration=6070, Total Loss: 0.49608319997787476
Iteration=6080, Total Loss: 0.6225594282150269
Iteration=6090, Total Loss: 0.5097000598907471
Iteration=6100, Total Loss: 0.5721217393875122
Iteration=6110, Total Loss: 0.5238780379295349
Iteration=6120, Total Loss: 0.5402301549911499
Iteration=6130, Total Loss: 0.5854989290237427
Iteration=6140, Total Loss: 0.6550233364105225
Iteration=6150, Total Loss: 0.5572454333305359
Iteration=6160, Total Loss: 0.6330863833427429
Iteration=6170, Total Loss: 0.5462970733642578
Iteration=6180, Total Loss: 0.5183451175689697
Iteration=6190, Total Loss: 0.8323420882225037
Iteration=6200, Total Loss: 0.5899876952171326
Iteration=6210, Total Loss: 0.5406488180160522
Iteration=6220, Total Loss: 0.5628306269645691
Iteration=6230, Total Loss: 0.5581992864608765
Iteration=6240, Total Loss: 0.5372623205184937
Iteration=6250, Total Loss: 0.6722287535667419
Iteration=6260, Total Loss: 0.6324210166931152
Iteration=6270, Total Loss: 0.5717974305152893
Iteration=6280, Total Loss: 0.525317907333374
Iteration=6290, Total Loss: 0.6151311993598938
Iteration=6300, Total Loss: 0.5084410905838013
Iteration=6310, Total Loss: 0.46357959508895874
Iteration=6320, Total Loss: 0.5557352304458618
Iteration=6330, Total Loss: 0.5627477765083313
Iteration=6340, Total Loss: 0.5653717517852783
Iteration=6350, Total Loss: 0.5311536192893982
Iteration=6360, Total Loss: 0.5462644100189209
Iteration=6370, Total Loss: 0.6506631970405579
Iteration=6380, Total Loss: 0.4980444014072418
Iteration=6390, Total Loss: 0.5172489881515503
Iteration=6400, Total Loss: 0.5082393884658813
Iteration=6410, Total Loss: 0.6003043055534363
Iteration=6420, Total Loss: 0.5814605355262756
Iteration=6430, Total Loss: 0.5487055778503418
Iteration=6440, Total Loss: 0.49832358956336975
Iteration=6450, Total Loss: 0.5213480591773987
Iteration=6460, Total Loss: 0.560429573059082
Iteration=6470, Total Loss: 0.5933437943458557
Iteration=6480, Total Loss: 0.5586881637573242
Iteration=6490, Total Loss: 0.5154151320457458
Iteration=6500, Total Loss: 0.5775413513183594
Iteration=6510, Total Loss: 0.5455267429351807
Iteration=6520, Total Loss: 0.5304254293441772
Iteration=6530, Total Loss: 0.5706713795661926
Iteration=6540, Total Loss: 0.49396470189094543
Iteration=6550, Total Loss: 0.521918773651123
Iteration=6560, Total Loss: 0.646685004234314
Iteration=6570, Total Loss: 0.5458146333694458
Iteration=6580, Total Loss: 0.6283511519432068
Iteration=6590, Total Loss: 0.5486128926277161
Iteration=6600, Total Loss: 0.5053073763847351
Iteration=6610, Total Loss: 0.604973316192627
Iteration=6620, Total Loss: 0.5585527420043945
Iteration=6630, Total Loss: 0.5874580144882202
Iteration=6640, Total Loss: 0.5477548837661743
Iteration=6650, Total Loss: 0.6003208160400391
Iteration=6660, Total Loss: 0.570629358291626
Iteration=6670, Total Loss: 0.6516271829605103
Iteration=6680, Total Loss: 0.5866438150405884
Iteration=6690, Total Loss: 0.6249210834503174
Iteration=6700, Total Loss: 0.6731269359588623
Iteration=6710, Total Loss: 0.5029778480529785
Iteration=6720, Total Loss: 0.5766874551773071
Iteration=6730, Total Loss: 0.5881384611129761
Iteration=6740, Total Loss: 0.5685398578643799
Iteration=6750, Total Loss: 0.48932498693466187
Iteration=6760, Total Loss: 0.6040797233581543
Iteration=6770, Total Loss: 0.5923426747322083
Iteration=6780, Total Loss: 0.6623517274856567
Iteration=6790, Total Loss: 0.6509503126144409
Iteration=6800, Total Loss: 0.5404078960418701
Iteration=6810, Total Loss: 0.6518399715423584
Iteration=6820, Total Loss: 0.6316907405853271
Iteration=6830, Total Loss: 0.5281896591186523
Iteration=6840, Total Loss: 0.5186091661453247
Iteration=6850, Total Loss: 0.6196763515472412
Iteration=6860, Total Loss: 0.6370977163314819
Iteration=6870, Total Loss: 0.49633920192718506
Iteration=6880, Total Loss: 0.5246433019638062
Iteration=6890, Total Loss: 0.5356564521789551
Iteration=6900, Total Loss: 0.534746527671814
Iteration=6910, Total Loss: 0.5192014575004578
Iteration=6920, Total Loss: 0.5676331520080566
Iteration=6930, Total Loss: 0.5570517182350159
Iteration=6940, Total Loss: 0.6013956069946289
Iteration=6950, Total Loss: 0.5675877332687378
Iteration=6960, Total Loss: 0.6560674905776978
Iteration=6970, Total Loss: 0.5446459650993347
Iteration=6980, Total Loss: 0.5286649465560913
Iteration=6990, Total Loss: 0.5317176580429077
Iteration=7000, Total Loss: 0.5493594408035278
Iteration=7010, Total Loss: 0.5043052434921265
Iteration=7020, Total Loss: 0.5263548493385315
Iteration=7030, Total Loss: 0.5220773816108704
Iteration=7040, Total Loss: 0.5819004774093628
Iteration=7050, Total Loss: 0.5517439842224121
Iteration=7060, Total Loss: 0.5786380171775818
Iteration=7070, Total Loss: 0.46115562319755554
Iteration=7080, Total Loss: 0.5130704641342163
Iteration=7090, Total Loss: 0.5869185924530029
Iteration=7100, Total Loss: 0.6181102991104126
Iteration=7110, Total Loss: 0.48059895634651184
Iteration=7120, Total Loss: 0.559049129486084
Iteration=7130, Total Loss: 0.5618168711662292
Iteration=7140, Total Loss: 0.5712486505508423
Iteration=7150, Total Loss: 0.5873542428016663
Iteration=7160, Total Loss: 0.5338544249534607
Iteration=7170, Total Loss: 0.5706362128257751
Iteration=7180, Total Loss: 0.5521200299263
Iteration=7190, Total Loss: 0.5169134736061096
Iteration=7200, Total Loss: 0.5648305416107178
Iteration=7210, Total Loss: 0.5672670602798462
Iteration=7220, Total Loss: 0.5083271265029907
Iteration=7230, Total Loss: 0.4793379604816437
Iteration=7240, Total Loss: 0.7267608046531677
Iteration=7250, Total Loss: 0.5086415410041809
Iteration=7260, Total Loss: 0.5408371686935425
Iteration=7270, Total Loss: 0.5859811305999756
Iteration=7280, Total Loss: 0.6005225777626038
Iteration=7290, Total Loss: 0.6567891836166382
Iteration=7300, Total Loss: 0.5834560394287109
Iteration=7310, Total Loss: 0.5900944471359253
Iteration=7320, Total Loss: 0.6055966019630432
Iteration=7330, Total Loss: 0.5420593619346619
Iteration=7340, Total Loss: 0.5491857528686523
Iteration=7350, Total Loss: 0.4782367944717407
Iteration=7360, Total Loss: 0.6053411960601807
Iteration=7370, Total Loss: 0.5560473799705505
Iteration=7380, Total Loss: 0.5460913777351379
Iteration=7390, Total Loss: 0.4907461404800415
Iteration=7400, Total Loss: 0.5707066655158997
Iteration=7410, Total Loss: 0.5778212547302246
Iteration=7420, Total Loss: 0.5548882484436035
Iteration=7430, Total Loss: 0.5346236824989319
Iteration=7440, Total Loss: 0.6266180872917175
Iteration=7450, Total Loss: 0.6230508089065552
Iteration=7460, Total Loss: 0.6380137205123901
Iteration=7470, Total Loss: 0.5963263511657715
Iteration=7480, Total Loss: 0.532072901725769
Iteration=7490, Total Loss: 0.6052258610725403
Iteration=7500, Total Loss: 0.5094174146652222
Iteration=7510, Total Loss: 0.589652419090271
Iteration=7520, Total Loss: 0.6810581684112549
Iteration=7530, Total Loss: 0.5040302872657776
Iteration=7540, Total Loss: 0.5854936838150024
Iteration=7550, Total Loss: 0.5263453722000122
Iteration=7560, Total Loss: 0.5881564021110535
Iteration=7570, Total Loss: 0.5848772525787354
Iteration=7580, Total Loss: 0.4917227029800415
Iteration=7590, Total Loss: 0.6022489070892334
Iteration=7600, Total Loss: 0.5544407963752747
Iteration=7610, Total Loss: 0.5760048031806946
Iteration=7620, Total Loss: 0.6674113273620605
Iteration=7630, Total Loss: 0.49908608198165894
Iteration=7640, Total Loss: 0.5624321699142456
Iteration=7650, Total Loss: 0.6011943817138672
Iteration=7660, Total Loss: 0.5579321384429932
Iteration=7670, Total Loss: 0.6024717688560486
Iteration=7680, Total Loss: 0.5937820672988892
Iteration=7690, Total Loss: 0.5328501462936401
Iteration=7700, Total Loss: 0.568345308303833
Iteration=7710, Total Loss: 0.4936392903327942
Iteration=7720, Total Loss: 0.5949577689170837
Iteration=7730, Total Loss: 0.5728411674499512
Iteration=7740, Total Loss: 0.5219627022743225
Iteration=7750, Total Loss: 0.6036502122879028
Iteration=7760, Total Loss: 0.5724146366119385
Iteration=7770, Total Loss: 0.555470883846283
Iteration=7780, Total Loss: 0.6574700474739075
Iteration=7790, Total Loss: 0.5589901208877563
Iteration=7800, Total Loss: 0.5913019180297852
Iteration=7810, Total Loss: 0.4883844554424286
Iteration=7820, Total Loss: 0.5152168273925781
Iteration=7830, Total Loss: 0.5306375622749329
Iteration=7840, Total Loss: 0.4863804578781128
Iteration=7850, Total Loss: 0.5811867713928223
Iteration=7860, Total Loss: 0.6039838790893555
Iteration=7870, Total Loss: 0.5834485292434692
Iteration=7880, Total Loss: 0.529358983039856
Iteration=7890, Total Loss: 0.5860965847969055
Iteration=7900, Total Loss: 0.6282925009727478
Iteration=7910, Total Loss: 0.5485919117927551
Iteration=7920, Total Loss: 0.5261955857276917
Iteration=7930, Total Loss: 0.5720089673995972
Iteration=7940, Total Loss: 0.6501576900482178
Iteration=7950, Total Loss: 0.7559232115745544
Iteration=7960, Total Loss: 0.5257282257080078
Iteration=7970, Total Loss: 0.6173931360244751
Iteration=7980, Total Loss: 0.5177675485610962
Iteration=7990, Total Loss: 0.583014965057373
Iteration=8000, Total Loss: 0.5758369565010071
Iteration=8010, Total Loss: 0.7730916142463684
Iteration=8020, Total Loss: 0.6878145933151245
Iteration=8030, Total Loss: 0.53977370262146
Iteration=8040, Total Loss: 0.5144158601760864
Iteration=8050, Total Loss: 0.5733221173286438
Iteration=8060, Total Loss: 0.6911539435386658
Iteration=8070, Total Loss: 0.4806180000305176
Iteration=8080, Total Loss: 0.5782791972160339
Iteration=8090, Total Loss: 0.49759334325790405
Iteration=8100, Total Loss: 0.5131784081459045
Iteration=8110, Total Loss: 0.5118476748466492
Iteration=8120, Total Loss: 0.5571531653404236
Iteration=8130, Total Loss: 0.6974445581436157
Iteration=8140, Total Loss: 0.5476251244544983
Iteration=8150, Total Loss: 0.6374480128288269
Iteration=8160, Total Loss: 0.5361130833625793
Iteration=8170, Total Loss: 0.5194119215011597
Iteration=8180, Total Loss: 0.5504682064056396
Iteration=8190, Total Loss: 0.6594167947769165
Iteration=8200, Total Loss: 0.7071752548217773
Iteration=8210, Total Loss: 0.5049768090248108
Iteration=8220, Total Loss: 0.549517810344696
Iteration=8230, Total Loss: 0.5394176244735718
Iteration=8240, Total Loss: 0.5795331001281738
Iteration=8250, Total Loss: 0.5887199640274048
Iteration=8260, Total Loss: 0.5377359390258789
Iteration=8270, Total Loss: 0.6564038395881653
Iteration=8280, Total Loss: 0.5000011324882507
Iteration=8290, Total Loss: 0.5087637901306152
Iteration=8300, Total Loss: 0.5288076996803284
Iteration=8310, Total Loss: 0.5189609527587891
Iteration=8320, Total Loss: 0.4748607277870178
Iteration=8330, Total Loss: 0.5691897869110107
Iteration=8340, Total Loss: 0.5071319937705994
Iteration=8350, Total Loss: 0.51239013671875
Iteration=8360, Total Loss: 0.5864019393920898
Iteration=8370, Total Loss: 0.5759589076042175
Iteration=8380, Total Loss: 0.5406562089920044
Iteration=8390, Total Loss: 0.5934209823608398
Iteration=8400, Total Loss: 0.5596176981925964
Iteration=8410, Total Loss: 0.5577318072319031
Iteration=8420, Total Loss: 0.5554186105728149
Iteration=8430, Total Loss: 0.558866024017334
Iteration=8440, Total Loss: 0.5361588597297668
Iteration=8450, Total Loss: 0.558819591999054
Iteration=8460, Total Loss: 0.5852376818656921
Iteration=8470, Total Loss: 0.5775229930877686
Iteration=8480, Total Loss: 0.5986875295639038
Iteration=8490, Total Loss: 0.5278408527374268
Iteration=8500, Total Loss: 0.5798230171203613
Iteration=8510, Total Loss: 0.5364999175071716
Iteration=8520, Total Loss: 0.5776618719100952
Iteration=8530, Total Loss: 0.5440815687179565
Iteration=8540, Total Loss: 0.5101320743560791
Iteration=8550, Total Loss: 0.5455052256584167
Iteration=8560, Total Loss: 0.6152930855751038
Iteration=8570, Total Loss: 0.4581027925014496
Iteration=8580, Total Loss: 0.7170801758766174
Iteration=8590, Total Loss: 0.5221250057220459
Iteration=8600, Total Loss: 0.5840294361114502
Iteration=8610, Total Loss: 0.6013627052307129
Iteration=8620, Total Loss: 0.5209299325942993
Iteration=8630, Total Loss: 0.6226474046707153
Iteration=8640, Total Loss: 0.5585848093032837
Iteration=8650, Total Loss: 0.5863029956817627
Iteration=8660, Total Loss: 0.5780777931213379
Iteration=8670, Total Loss: 0.6248812675476074
Iteration=8680, Total Loss: 0.5060562491416931
Iteration=8690, Total Loss: 0.6262648105621338
Iteration=8700, Total Loss: 0.5029956698417664
Iteration=8710, Total Loss: 0.5144271850585938
Iteration=8720, Total Loss: 0.5329157710075378
Iteration=8730, Total Loss: 0.5912199020385742
Iteration=8740, Total Loss: 0.5299633145332336
Iteration=8750, Total Loss: 0.49603551626205444
Iteration=8760, Total Loss: 0.6765252947807312
Iteration=8770, Total Loss: 0.5973755717277527
Iteration=8780, Total Loss: 0.574475884437561
Iteration=8790, Total Loss: 0.45924100279808044
Iteration=8800, Total Loss: 0.6404711604118347
Iteration=8810, Total Loss: 0.6517816185951233
Iteration=8820, Total Loss: 0.640290379524231
Iteration=8830, Total Loss: 0.6366339325904846
Iteration=8840, Total Loss: 0.652466893196106
Iteration=8850, Total Loss: 0.5005427002906799
Iteration=8860, Total Loss: 0.7095988988876343
Iteration=8870, Total Loss: 0.5343080759048462
Iteration=8880, Total Loss: 0.5420670509338379
Iteration=8890, Total Loss: 0.5687670111656189
Iteration=8900, Total Loss: 0.5612151622772217
Iteration=8910, Total Loss: 0.5869446992874146
Iteration=8920, Total Loss: 0.4993327558040619
Iteration=8930, Total Loss: 0.6107488870620728
Iteration=8940, Total Loss: 0.542059063911438
Iteration=8950, Total Loss: 0.5609737634658813
Iteration=8960, Total Loss: 0.5554429292678833
Iteration=8970, Total Loss: 0.6176988482475281
Iteration=8980, Total Loss: 0.5629290342330933
Iteration=8990, Total Loss: 0.5072212219238281
Iteration=9000, Total Loss: 0.5235615968704224
Iteration=9010, Total Loss: 0.5750083923339844
Iteration=9020, Total Loss: 0.6458699107170105
Iteration=9030, Total Loss: 0.54078209400177
Iteration=9040, Total Loss: 0.5336177945137024
Iteration=9050, Total Loss: 0.560160756111145
Iteration=9060, Total Loss: 0.6344788074493408
Iteration=9070, Total Loss: 0.5019065737724304
Iteration=9080, Total Loss: 0.5290060639381409
Iteration=9090, Total Loss: 0.7732603549957275
Iteration=9100, Total Loss: 0.7177692651748657
Iteration=9110, Total Loss: 0.5590209364891052
Iteration=9120, Total Loss: 0.6455660462379456
Iteration=9130, Total Loss: 0.6094418168067932
Iteration=9140, Total Loss: 0.5184329748153687
Iteration=9150, Total Loss: 0.5979299545288086
Iteration=9160, Total Loss: 0.6387368440628052
Iteration=9170, Total Loss: 0.5512987375259399
Iteration=9180, Total Loss: 0.6133241057395935
Iteration=9190, Total Loss: 0.6176607608795166
Iteration=9200, Total Loss: 0.6643579006195068
Iteration=9210, Total Loss: 0.5471932888031006
Iteration=9220, Total Loss: 0.5118899345397949
Iteration=9230, Total Loss: 0.5276264548301697
Iteration=9240, Total Loss: 0.5133265256881714
Iteration=9250, Total Loss: 0.5976186990737915
Iteration=9260, Total Loss: 0.448020339012146
Iteration=9270, Total Loss: 0.5602719783782959
Iteration=9280, Total Loss: 0.5718247890472412
Iteration=9290, Total Loss: 0.5205433368682861
Iteration=9300, Total Loss: 0.61614990234375
Iteration=9310, Total Loss: 0.546949565410614
Iteration=9320, Total Loss: 0.6070981621742249
Iteration=9330, Total Loss: 0.49225717782974243
Iteration=9340, Total Loss: 0.5115946531295776
Iteration=9350, Total Loss: 0.4642544984817505
Iteration=9360, Total Loss: 0.5207116603851318
Iteration=9370, Total Loss: 0.5779598951339722
Iteration=9380, Total Loss: 0.5146776437759399
Iteration=9390, Total Loss: 0.5585570335388184
Iteration=9400, Total Loss: 0.6180036067962646
Iteration=9410, Total Loss: 0.5193536877632141
Iteration=9420, Total Loss: 0.5419921278953552
Iteration=9430, Total Loss: 0.5763880610466003
Iteration=9440, Total Loss: 0.5475531220436096
Iteration=9450, Total Loss: 0.5203332901000977
Iteration=9460, Total Loss: 0.5784780979156494
Iteration=9470, Total Loss: 0.5887190103530884
Iteration=9480, Total Loss: 0.5149703025817871
Iteration=9490, Total Loss: 0.589118242263794
Iteration=9500, Total Loss: 0.5277453660964966
Iteration=9510, Total Loss: 0.4902459979057312
Iteration=9520, Total Loss: 0.5491196513175964
Iteration=9530, Total Loss: 0.5816298127174377
Iteration=9540, Total Loss: 0.5197166800498962
Iteration=9550, Total Loss: 0.5358495116233826
Iteration=9560, Total Loss: 0.5670626759529114
Iteration=9570, Total Loss: 0.5721196532249451
Iteration=9580, Total Loss: 0.5264017581939697
Iteration=9590, Total Loss: 0.5594367384910583
Iteration=9600, Total Loss: 0.5286645293235779
Iteration=9610, Total Loss: 0.5575862526893616
Iteration=9620, Total Loss: 0.5787456035614014
Iteration=9630, Total Loss: 0.5214069485664368
Iteration=9640, Total Loss: 0.5549197793006897
Iteration=9650, Total Loss: 0.6111409068107605
Iteration=9660, Total Loss: 0.5053936243057251
Iteration=9670, Total Loss: 0.4899904727935791
Iteration=9680, Total Loss: 0.49041295051574707
Iteration=9690, Total Loss: 0.5536508560180664
Iteration=9700, Total Loss: 0.617218554019928
Iteration=9710, Total Loss: 0.5286621451377869
Iteration=9720, Total Loss: 0.5384054780006409
Iteration=9730, Total Loss: 0.48321637511253357
Iteration=9740, Total Loss: 0.5517959594726562
Iteration=9750, Total Loss: 0.5935091972351074
Iteration=9760, Total Loss: 0.5228239297866821
Iteration=9770, Total Loss: 0.5061547160148621
Iteration=9780, Total Loss: 0.5072136521339417
Iteration=9790, Total Loss: 0.5168144702911377
Iteration=9800, Total Loss: 0.584799587726593
Iteration=9810, Total Loss: 0.5300835371017456
Iteration=9820, Total Loss: 0.5392158031463623
Iteration=9830, Total Loss: 0.4764050543308258
Iteration=9840, Total Loss: 0.5709935426712036
Iteration=9850, Total Loss: 0.6665932536125183
Iteration=9860, Total Loss: 0.5078778862953186
Iteration=9870, Total Loss: 0.5289703607559204
Iteration=9880, Total Loss: 0.5243857502937317
Iteration=9890, Total Loss: 0.5659244656562805
Iteration=9900, Total Loss: 0.5185306072235107
Iteration=9910, Total Loss: 0.5133579969406128
Iteration=9920, Total Loss: 0.6049522757530212
Iteration=9930, Total Loss: 0.5864943265914917
Iteration=9940, Total Loss: 0.5255308747291565
Iteration=9950, Total Loss: 0.45815733075141907
Iteration=9960, Total Loss: 0.5309773683547974
Iteration=9970, Total Loss: 0.5688000917434692
Iteration=9980, Total Loss: 0.597621500492096
Iteration=9990, Total Loss: 0.5854840278625488
Iteration=10000, Total Loss: 0.4908461570739746
Iteration=10010, Total Loss: 0.5796874761581421
Iteration=10020, Total Loss: 0.49394136667251587
Iteration=10030, Total Loss: 0.49372321367263794
Iteration=10040, Total Loss: 0.584240734577179
Iteration=10050, Total Loss: 0.6157534718513489
Iteration=10060, Total Loss: 0.4805963635444641
Iteration=10070, Total Loss: 0.5465553402900696
Iteration=10080, Total Loss: 0.482473224401474
Iteration=10090, Total Loss: 0.5756243467330933
Iteration=10100, Total Loss: 0.5749735832214355
Iteration=10110, Total Loss: 0.6544398069381714
Iteration=10120, Total Loss: 0.4799492359161377
Iteration=10130, Total Loss: 0.4981599748134613
Iteration=10140, Total Loss: 0.6017125844955444
Iteration=10150, Total Loss: 0.4863043427467346
Iteration=10160, Total Loss: 0.4777602553367615
Iteration=10170, Total Loss: 0.6445172429084778
Iteration=10180, Total Loss: 0.5348812937736511
Iteration=10190, Total Loss: 0.5527835488319397
Iteration=10200, Total Loss: 0.5632771253585815
Iteration=10210, Total Loss: 0.5461581945419312
Iteration=10220, Total Loss: 0.5276488065719604
Iteration=10230, Total Loss: 0.6383543014526367
Iteration=10240, Total Loss: 0.6577852964401245
Iteration=10250, Total Loss: 0.4809328615665436
Iteration=10260, Total Loss: 0.561991274356842
Iteration=10270, Total Loss: 0.6317001581192017
Iteration=10280, Total Loss: 0.5464154481887817
Iteration=10290, Total Loss: 0.5137460827827454
Iteration=10300, Total Loss: 0.5396904945373535
Iteration=10310, Total Loss: 0.5728451013565063
Iteration=10320, Total Loss: 0.5172092914581299
Iteration=10330, Total Loss: 0.5238624811172485
Iteration=10340, Total Loss: 0.5292657613754272
Iteration=10350, Total Loss: 0.6181780099868774
Iteration=10360, Total Loss: 0.5244507789611816
Iteration=10370, Total Loss: 0.5722178220748901
Iteration=10380, Total Loss: 0.5506226420402527
Iteration=10390, Total Loss: 0.5043069124221802
Iteration=10400, Total Loss: 0.5558839440345764
Iteration=10410, Total Loss: 0.5516084432601929
Iteration=10420, Total Loss: 0.5424872636795044
Iteration=10430, Total Loss: 0.5694506764411926
Iteration=10440, Total Loss: 0.5780001878738403
Iteration=10450, Total Loss: 0.4881988763809204
Iteration=10460, Total Loss: 0.5250545144081116
Iteration=10470, Total Loss: 0.587996244430542
Iteration=10480, Total Loss: 0.5679882764816284
Iteration=10490, Total Loss: 0.5658029913902283
Iteration=10500, Total Loss: 0.5812283158302307
Iteration=10510, Total Loss: 0.5901833176612854
Iteration=10520, Total Loss: 0.5649963617324829
Iteration=10530, Total Loss: 0.5667665600776672
Iteration=10540, Total Loss: 0.5172888040542603
Iteration=10550, Total Loss: 0.5133703947067261
Iteration=10560, Total Loss: 0.5770561695098877
Iteration=10570, Total Loss: 0.5883554220199585
Iteration=10580, Total Loss: 0.47799772024154663
Iteration=10590, Total Loss: 0.6130567789077759
Iteration=10600, Total Loss: 0.5581556558609009
Iteration=10610, Total Loss: 0.5703766345977783
Iteration=10620, Total Loss: 0.49186742305755615
Iteration=10630, Total Loss: 0.6047977209091187
Iteration=10640, Total Loss: 0.5112953782081604
Iteration=10650, Total Loss: 0.5380998253822327
Iteration=10660, Total Loss: 0.5149610638618469
Iteration=10670, Total Loss: 0.524811863899231
Iteration=10680, Total Loss: 0.5007286071777344
Iteration=10690, Total Loss: 0.5152537226676941
Iteration=10700, Total Loss: 0.5937581062316895
Iteration=10710, Total Loss: 0.5960471630096436
Iteration=10720, Total Loss: 0.58735591173172
Iteration=10730, Total Loss: 0.6145646572113037
Iteration=10740, Total Loss: 0.5100194811820984
Iteration=10750, Total Loss: 0.5815684199333191
Iteration=10760, Total Loss: 0.49943873286247253
Iteration=10770, Total Loss: 0.5270596146583557
Iteration=10780, Total Loss: 0.5327409505844116
Iteration=10790, Total Loss: 0.8040033578872681
Iteration=10800, Total Loss: 0.4969871938228607
Iteration=10810, Total Loss: 0.5343248248100281
Iteration=10820, Total Loss: 0.6507337093353271
Iteration=10830, Total Loss: 0.4831910729408264
Iteration=10840, Total Loss: 0.5170127153396606
Iteration=10850, Total Loss: 0.5619661211967468
Iteration=10860, Total Loss: 0.5534876585006714
Iteration=10870, Total Loss: 0.48525699973106384
Iteration=10880, Total Loss: 0.5834515690803528
Iteration=10890, Total Loss: 0.5395314693450928
Iteration=10900, Total Loss: 0.615652859210968
Iteration=10910, Total Loss: 0.5553029775619507
Iteration=10920, Total Loss: 0.5829041004180908
Iteration=10930, Total Loss: 0.5733563899993896
Iteration=10940, Total Loss: 0.48979824781417847
Iteration=10950, Total Loss: 0.5706483721733093
Iteration=10960, Total Loss: 0.5214791893959045
Iteration=10970, Total Loss: 0.6187782883644104
Iteration=10980, Total Loss: 0.4806166887283325
Iteration=10990, Total Loss: 0.5569305419921875
Iteration=11000, Total Loss: 0.6169141530990601
Iteration=11010, Total Loss: 0.4992969036102295
Iteration=11020, Total Loss: 0.6050834655761719
Iteration=11030, Total Loss: 0.5024880170822144
Iteration=11040, Total Loss: 0.6017656326293945
Iteration=11050, Total Loss: 0.6731469631195068
Iteration=11060, Total Loss: 0.4924955368041992
Iteration=11070, Total Loss: 0.6629992723464966
Iteration=11080, Total Loss: 0.4664730429649353
Iteration=11090, Total Loss: 0.6480070352554321
Iteration=11100, Total Loss: 0.6122027635574341
Iteration=11110, Total Loss: 0.4836263656616211
Iteration=11120, Total Loss: 0.6007426977157593
Iteration=11130, Total Loss: 0.548399806022644
Iteration=11140, Total Loss: 0.6402699947357178
Iteration=11150, Total Loss: 0.7423189282417297
Iteration=11160, Total Loss: 0.5358349680900574
Iteration=11170, Total Loss: 0.5783586502075195
Iteration=11180, Total Loss: 0.6963598728179932
Iteration=11190, Total Loss: 0.5232171416282654
Iteration=11200, Total Loss: 0.5365855693817139
Iteration=11210, Total Loss: 0.6893312931060791
Iteration=11220, Total Loss: 0.5185378193855286
Iteration=11230, Total Loss: 0.6813825368881226
Iteration=11240, Total Loss: 0.5585445165634155
Iteration=11250, Total Loss: 0.6031712293624878
Iteration=11260, Total Loss: 0.547340989112854
Iteration=11270, Total Loss: 0.48941683769226074
Iteration=11280, Total Loss: 0.5445073843002319
Iteration=11290, Total Loss: 0.5262233018875122
Iteration=11300, Total Loss: 0.46244722604751587
Iteration=11310, Total Loss: 0.6081237196922302
Iteration=11320, Total Loss: 0.5667890906333923
Iteration=11330, Total Loss: 0.5428855419158936
Iteration=11340, Total Loss: 0.5352006554603577
Iteration=11350, Total Loss: 0.5595990419387817
Iteration=11360, Total Loss: 0.6094554662704468
Iteration=11370, Total Loss: 0.6721539497375488
Iteration=11380, Total Loss: 0.5071064233779907
Iteration=11390, Total Loss: 0.513675332069397
Iteration=11400, Total Loss: 0.5237823724746704
Iteration=11410, Total Loss: 0.5984102487564087
Iteration=11420, Total Loss: 0.5805275440216064
Iteration=11430, Total Loss: 0.5632991790771484
Iteration=11440, Total Loss: 0.568211555480957
Iteration=11450, Total Loss: 0.5858861207962036
Iteration=11460, Total Loss: 0.4987586438655853
Iteration=11470, Total Loss: 0.49009525775909424
Iteration=11480, Total Loss: 0.48931431770324707
Iteration=11490, Total Loss: 0.4972027540206909
Iteration=11500, Total Loss: 0.506210207939148
Iteration=11510, Total Loss: 0.6236276626586914
Iteration=11520, Total Loss: 0.609194815158844
Iteration=11530, Total Loss: 0.5896563529968262
Iteration=11540, Total Loss: 0.5645750164985657
Iteration=11550, Total Loss: 0.5472428202629089
Iteration=11560, Total Loss: 0.5386142134666443
Iteration=11570, Total Loss: 0.5288217067718506
Iteration=11580, Total Loss: 0.5669910907745361
Iteration=11590, Total Loss: 0.5214041471481323
Iteration=11600, Total Loss: 0.5810887813568115
Iteration=11610, Total Loss: 0.5194509625434875
Iteration=11620, Total Loss: 0.5397042632102966
Iteration=11630, Total Loss: 0.5479401350021362
Iteration=11640, Total Loss: 0.6153104901313782
Iteration=11650, Total Loss: 0.6260915994644165
Iteration=11660, Total Loss: 0.5439610481262207
Iteration=11670, Total Loss: 0.5148729085922241
Iteration=11680, Total Loss: 0.571619987487793
Iteration=11690, Total Loss: 0.5947436094284058
Iteration=11700, Total Loss: 0.5473983883857727
Iteration=11710, Total Loss: 0.6020594835281372
Iteration=11720, Total Loss: 0.5245411396026611
Iteration=11730, Total Loss: 0.5375012159347534
Iteration=11740, Total Loss: 0.5131741166114807
Iteration=11750, Total Loss: 0.49296990036964417
Iteration=11760, Total Loss: 0.5613197088241577
Iteration=11770, Total Loss: 0.5709162354469299
Iteration=11780, Total Loss: 0.599980890750885
Iteration=11790, Total Loss: 0.5430517196655273
Iteration=11800, Total Loss: 0.5227710604667664
